car_model,year,model,version,door_count,nr_seats,color,gearbox,engine_capacity,engine_power,transmission,fuel_type,body_type,new_used,mileage,no_accident,country_origin,has_registration,registered,price
alfa-romeo,2018,Stelvio,2.9 V6 Bi-Turbo Quadrifoglio Q4,5,5,Niebieski,Automatyczna,2 891 cm3,510 KM,4x4 (stały),Benzyna,SUV,Używany,28 000 km,,,Tak,,172 999
alfa-romeo,2023,Stelvio,2.0 Turbo 16V AT8-Q4 Veloce Ti,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,27 500 km,,Stany Zjednoczone,Tak,Tak,190 500
alfa-romeo,2024,Tonale,1.5 T4 GSE Hybrid Sprint DCT,5,,Biały,Automatyczna,1 469 cm3,130 KM,Na przednie koła,Hybryda,SUV,Nowy,1 km,Tak,,,,153 800
alfa-romeo,2009,159,1.9 JTDM 16V DPF Distinctive,4,,Złoty,Manualna,1 910 cm3,150 KM,Na przednie koła,Diesel,Kombi,Używany,275 000 km,,,Tak,,9 950
alfa-romeo,2022,Tonale,,5,5,Niebieski,Automatyczna,1 469 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,33 316 km,Tak,Polska,Tak,Tak,"126 001,20"
alfa-romeo,2024,Tonale,1.5 T4 GSE Hybrid Tributo Italiano DCT,5,5,Czerwony,Automatyczna,1 469 cm3,160 KM,Na przednie koła,Hybryda,SUV,Nowy,1 km,Tak,Polska,Tak,Tak,189 900
alfa-romeo,2010,159,1.9JTDM Progression,4,5,Brązowy,Manualna,1 910 cm3,120 KM,Na przednie koła,Diesel,Kombi,Używany,119 000 km,Tak,Belgia,Tak,,17 000
alfa-romeo,2009,147,,5,2,Czarny,Manualna,1 598 cm3,105 KM,Na przednie koła,Benzyna,Kompakt,Używany,134 000 km,,,Tak,Tak,9 500
alfa-romeo,2008,Mito,1.4 16V Junior,3,4,Biały,Manualna,1 368 cm3,95 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,217 000 km,,,Tak,,14 700
alfa-romeo,2008,147,1.6 Twin Spark 16V,5,5,Szary,Manualna,1 598 cm3,105 KM,Na przednie koła,Benzyna,Kompakt,Używany,183 000 km,Tak,Niemcy,Tak,Tak,10 600
alfa-romeo,2006,159,2.4 JTDM 20V DPF Distinctive,4,5,Srebrny,Manualna,2 387 cm3,200 KM,Na przednie koła,Diesel,Sedan,Używany,295 000 km,,,Tak,,9 500
alfa-romeo,2010,GT,,2,5,Szary,Manualna,1 747 cm3,140 KM,Na przednie koła,Benzyna,Coupe,Używany,181 000 km,Tak,Niemcy,Tak,Tak,16 000
alfa-romeo,2018,Stelvio,2.2 JTDM TI Q4,5,,Czerwony,Automatyczna,2 143 cm3,210 KM,4x4 (stały),Diesel,SUV,Używany,172 000 km,,,Tak,,88 888
alfa-romeo,2022,Tonale,,5,5,Niebieski,Automatyczna,1 500 cm3,130 KM,Na przednie koła,Hybryda,SUV,Używany,18 054 km,Tak,Polska,,Tak,127 900
alfa-romeo,2008,Brera,3.2JTS Q4,3,4,Biały,Manualna,3 195 cm3,260 KM,4x4 (dołączany automatycznie),Benzyna,Coupe,Używany,165 156 km,,,Tak,,39 900
alfa-romeo,2020,Giulia,2.0 Turbo Business,4,5,Szary,Automatyczna,1 995 cm3,200 KM,Na tylne koła,Benzyna,Sedan,Używany,19 700 km,,Polska,Tak,Tak,98 900
alfa-romeo,2013,Giulietta,1.4 TB Sport,5,5,Szary,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,230 000 km,Tak,,,,21 900
alfa-romeo,2017,Giulia,2.0 Turbo,4,5,Czarny,Automatyczna,1 995 cm3,200 KM,Na tylne koła,Benzyna,Sedan,Używany,138 000 km,,,Tak,,78 800
alfa-romeo,2019,Stelvio,2.2 JTDM Super,5,5,Czerwony,Automatyczna,2 143 cm3,190 KM,Na tylne koła,Diesel,SUV,Używany,97 000 km,,,Tak,,99 000
alfa-romeo,2024,Stelvio,2.0 Turbo Tributo Italiano Q4,5,5,Zielony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,1 km,Tak,,,,256 900
alfa-romeo,2010,Mito,,3,4,Beżowy,Manualna,1 368 cm3,105 KM,,Benzyna,Kompakt,Używany,138 000 km,,,Tak,,21 900
alfa-romeo,2022,Giulia,2.0 Turbo 16V AT8 Veloce,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,Na tylne koła,Benzyna,Sedan,Używany,11 000 km,,,Tak,,135 900
alfa-romeo,2010,Mito,1.4 8V Impression,3,5,Czarny,Manualna,1 368 cm3,78 KM,Na przednie koła,Benzyna,Coupe,Używany,143 000 km,Tak,Niemcy,Tak,,13 790
alfa-romeo,2024,Stelvio,2.2 Diesel 16V AT8 Q4 Veloce,5,5,Szary,Automatyczna,2 143 cm3,210 KM,4x4 (stały),Diesel,SUV,Używany,2 950 km,Tak,Niemcy,Tak,Tak,224 900
alfa-romeo,2009,Mito,1.3 JTDM,3,5,Czerwony,Manualna,1 248 cm3,90 KM,Na przednie koła,Diesel,Auta małe,Używany,172 569 km,Tak,Niemcy,Tak,Tak,12 999
alfa-romeo,2024,Stelvio,2.0 Turbo Veloce Q4,5,,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,5 km,Tak,,,,249 900
alfa-romeo,2009,Mito,,3,5,Czerwony,Manualna,1 368 cm3,135 KM,Na przednie koła,Benzyna,Kompakt,Używany,161 000 km,Tak,,Tak,,20 000
alfa-romeo,2012,Giulietta,1.4 TB MultiAir Distinctive TCT,5,5,Szary,Automatyczna,1 368 cm3,170 KM,Na przednie koła,Benzyna,Kompakt,Używany,121 992 km,Tak,Polska,Tak,Tak,36 900
alfa-romeo,2014,Giulietta,2.0 JTDM 16V TCT Sport,5,5,Czerwony,Automatyczna,1 956 cm3,175 KM,Na przednie koła,Diesel,Kompakt,Używany,215 000 km,Tak,Niemcy,Tak,Tak,33 000
alfa-romeo,2020,Stelvio,2.0 Turbo Veloce Q4,5,5,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,Kombi,Używany,89 497 km,Tak,Polska,,Tak,159 900
alfa-romeo,2024,Stelvio,2.2 JTDM Veloce Q4,5,5,Czarny,Automatyczna,2 143 cm3,210 KM,4x4 (stały),Diesel,SUV,Nowy,5 km,Tak,Polska,,Tak,266 900
alfa-romeo,2009,159,1.9 JTDM 8V DPF Distinctive,4,5,Czarny,Manualna,1 910 cm3,120 KM,Na przednie koła,Diesel,Kombi,Używany,402 000 km,,,Tak,,8 900
alfa-romeo,2023,Stelvio,2.0 Turbo Veloce Q4,5,5,Szary,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,2 810 km,Tak,,,Tak,234 900
alfa-romeo,2016,Giulia,2.2 D Turbo Veloce Q4,4,5,Granatowy,Automatyczna,2 143 cm3,210 KM,4x4 (stały),Diesel,Sedan,Używany,122 000 km,Tak,,Tak,Tak,94 710
alfa-romeo,2022,Stelvio,V6 2.9 Bi-Turbo AT8-Q4 Quadrifoglio,5,5,Czarny,Automatyczna,2 891 cm3,510 KM,4x4 (stały),Benzyna,SUV,Używany,44 000 km,,Stany Zjednoczone,Tak,Tak,295 000
alfa-romeo,2024,Stelvio,2.0 Turbo Tributo Italiano Q4,5,,Czerwony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,5 km,Tak,,,,249 950
alfa-romeo,2006,159,,4,5,Czarny,Manualna,2 387 cm3,200 KM,,Diesel,Sedan,Używany,262 000 km,,,Tak,,12 900
alfa-romeo,2023,Tonale,1.6 JTD T4 Sprint DCT,5,5,Inny kolor,Automatyczna,1 598 cm3,130 KM,,Diesel,SUV,Używany,11 000 km,Tak,Polska,,Tak,"126 900,02"
alfa-romeo,2018,Stelvio,2.0 Turbo 16V AT8-Q4 Super,5,5,Czerwony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,154 000 km,,Stany Zjednoczone,Tak,Tak,93 000
alfa-romeo,2024,Tonale,,5,,Czerwony,Automatyczna,1 469 cm3,180 KM,Na przednie koła,Benzyna,SUV,Nowy,5 km,Tak,Polska,Tak,,153 900
alfa-romeo,2012,Mito,1.3 JTDM Distinctive,3,4,Czarny,Manualna,1 248 cm3,95 KM,Na przednie koła,Diesel,Kompakt,Używany,196 000 km,,Francja,,,12 500
alfa-romeo,2023,Giulia,2.0 Turbo Veloce Q4,4,,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Nowy,5 km,Tak,Polska,,,214 900
alfa-romeo,2011,Giulietta,1750 TBi Quadrifoglio Verde,5,5,Biały,Manualna,1 742 cm3,235 KM,Na przednie koła,Benzyna,Kompakt,Używany,127 000 km,,Szwajcaria,Tak,Tak,37 000
alfa-romeo,2022,Stelvio,2.0 Turbo 16V AT8-Q4 Veloce Ti,5,5,Czerwony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,8 000 km,,Stany Zjednoczone,Tak,Tak,165 000
alfa-romeo,2024,Tonale,1.5 T4 GSE Hybrid Tributo Italiano DCT,5,5,Zielony,Automatyczna,1 469 cm3,160 KM,Na przednie koła,Hybryda,SUV,Nowy,1 000 km,Tak,Polska,Tak,Tak,199 900
alfa-romeo,2009,Mito,,3,4,Czarny,Manualna,1 368 cm3,95 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,63 391 km,,,Tak,Tak,16 999
alfa-romeo,2007,159,1.9JTDM Distinctive,4,5,Czarny,Manualna,1 910 cm3,150 KM,Na przednie koła,Diesel,Sedan,Używany,145 000 km,,Polska,Tak,Tak,20 000
alfa-romeo,2006,159,,4,5,Czarny,Manualna,2 198 cm3,185 KM,Na przednie koła,Benzyna,Sedan,Używany,235 000 km,,,Tak,Tak,8 900
alfa-romeo,2013,Giulietta,,5,5,Biały,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,152 365 km,,,Tak,,27 900
alfa-romeo,2023,Tonale,1.6 JTD T4 Sprint DCT,5,,Czarny,Automatyczna,1 598 cm3,130 KM,Na przednie koła,Diesel,SUV,Nowy,5 km,Tak,Polska,,,154 900
alfa-romeo,2024,Giulia,2.0 Turbo Tributo Italiano Q4,4,5,Zielony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Nowy,1 km,Tak,Polska,,,235 000
alfa-romeo,2022,Stelvio,2.0 Turbo Q4,5,5,Srebrny,Automatyczna,1 995 cm3,200 KM,4x4 (stały),Benzyna,SUV,Nowy,1 km,Tak,,,,239 900
alfa-romeo,2024,Tonale,,5,5,Szary,Automatyczna,1 469 cm3,130 KM,Na przednie koła,Benzyna,SUV,Nowy,1 km,Tak,Polska,,,167 000
alfa-romeo,2022,Giulia,2.0 Turbo TI Q4,4,5,Biały,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Używany,33 050 km,,,Tak,,170 000
alfa-romeo,2024,Giulia,2.9 Bi Turbo V6 Quadrifoglio,4,5,Czerwony,Automatyczna,2 891 cm3,520 KM,Na tylne koła,Benzyna,Sedan,Nowy,4 km,Tak,Polska,,,402 900
alfa-romeo,2018,Giulia,2.0 Turbo 16V AT8 Veloce Ti,4,5,Biały,Automatyczna,1 995 cm3,280 KM,Na tylne koła,Benzyna,Sedan,Używany,43 000 km,Tak,Stany Zjednoczone,Tak,Tak,112 000
alfa-romeo,2006,159,1.9JTDM Progression,4,5,Czarny,Manualna,1 910 cm3,150 KM,Na przednie koła,Diesel,Sedan,Używany,228 536 km,,Niemcy,,Tak,7 500
alfa-romeo,2021,Stelvio,2.0 Turbo TI Q4,5,5,Czerwony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,29 300 km,Tak,Polska,Tak,Tak,179 000
alfa-romeo,2013,Giulietta,,5,5,Czerwony,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,75 900 km,Tak,Niemcy,,,37 999
alfa-romeo,2008,159,,5,5,Czarny,Manualna,1 910 cm3,120 KM,Na przednie koła,Diesel,Kombi,Używany,287 311 km,,,,Tak,10 000
alfa-romeo,2007,159,1.9 JTDM 16V DPF Q-Tronic,4,5,Szary,Automatyczna,1 910 cm3,150 KM,Na przednie koła,Diesel,Sedan,Używany,300 000 km,,,Tak,,9 900
alfa-romeo,2010,Giulietta,1.4 TB MultiAir Exclusive,5,5,Czarny,Manualna,1 368 cm3,170 KM,Na przednie koła,Benzyna,Kompakt,Używany,220 000 km,Tak,Holandia,,,24 500
alfa-romeo,2009,Brera,1750TBi,3,4,Czarny,Manualna,1 742 cm3,200 KM,Na przednie koła,Benzyna,Coupe,Używany,170 000 km,Tak,Polska,Tak,Tak,46 500
alfa-romeo,2018,Stelvio,2.0 Turbo Super Q4,5,5,Zielony,Automatyczna,1 995 cm3,200 KM,4x4 (stały),Benzyna,SUV,Używany,122 000 km,Tak,Polska,Tak,Tak,115 000
alfa-romeo,2013,Giulietta,1.4 TB Progression,5,5,Czarny,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,170 100 km,,,Tak,,28 444
alfa-romeo,2021,Stelvio,,5,5,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,34 751 km,,Polska,Tak,Tak,189 850
alfa-romeo,2019,Giulia,,4,5,Bordowy,Automatyczna,1 995 cm3,200 KM,Na przednie koła,Benzyna,Sedan,Używany,33 500 km,Tak,Polska,Tak,Tak,95 000
alfa-romeo,2012,Giulietta,1.4 TB 16V Veloce,5,5,Czarny,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,165 000 km,,,Tak,,31 900
alfa-romeo,2011,Giulietta,1.6 JTDM Progression,5,5,Biały,Manualna,1 598 cm3,105 KM,Na przednie koła,Diesel,Kompakt,Używany,188 550 km,Tak,Belgia,Tak,,22 999
alfa-romeo,2010,Mito,1.4 16V,3,4,Czerwony,Manualna,1 368 cm3,95 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,179 000 km,Tak,Niemcy,Tak,Tak,16 000
alfa-romeo,2016,Giulietta,1.4 TB Distinctive,5,5,Biały,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,54 000 km,Tak,Austria,Tak,,40 500
alfa-romeo,2008,Inny,,4,,Inny kolor,Manualna,1 400 cm3,100 KM,,Benzyna,Kabriolet,Używany,80 000 km,,,Tak,,58 900
alfa-romeo,2018,Giulia,2.0 Turbo Veloce,4,5,Szary,Automatyczna,1 995 cm3,280 KM,Na tylne koła,Benzyna,Sedan,Używany,77 400 km,,,Tak,Tak,90 000
alfa-romeo,2022,Tonale,1.5 T4 GSE Hybrid Edizione Speciale DCT,5,5,Szary,Automatyczna,1 469 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,4 000 km,Tak,Polska,Tak,Tak,159 000
alfa-romeo,2019,Stelvio,2.0 Turbo B-Tech Edition Q4,5,5,Srebrny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,83 373 km,,,Tak,,120 000
alfa-romeo,2018,Stelvio,2.0 Turbo Super Q4,5,5,Czerwony,Automatyczna,1 995 cm3,200 KM,,Benzyna,SUV,Używany,56 580 km,Tak,Polska,Tak,Tak,109 900
alfa-romeo,2010,159,2.4JTDM ti,4,5,Czerwony,Manualna,2 387 cm3,210 KM,Na przednie koła,Diesel,Kombi,Używany,251 849 km,Tak,Szwajcaria,Tak,Tak,24 000
alfa-romeo,2024,Stelvio,2.0 Turbo Tributo Italiano Q4,5,5,Zielony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,1 km,Tak,Polska,,,249 000
alfa-romeo,2017,Stelvio,2.2 JTDM Super Q4,5,5,Czarny,Automatyczna,2 143 cm3,210 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,140 328 km,Tak,Polska,Tak,Tak,119 800
alfa-romeo,2010,Mito,,3,4,Biały,Manualna,1 368 cm3,105 KM,,Benzyna,Kompakt,Używany,179 000 km,,,Tak,,20 700
alfa-romeo,2024,Stelvio,2.0 Turbo Veloce Q4,5,,Czerwony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,1 km,Tak,,,,240 000
alfa-romeo,2022,Giulia,2.0 Turbo 16V AT8 Veloce,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,Na tylne koła,Benzyna,Sedan,Używany,6 000 km,,Stany Zjednoczone,Tak,Tak,114 000
alfa-romeo,2010,Mito,,3,4,Szary,Manualna,1 248 cm3,95 KM,Na przednie koła,Diesel,Auta małe,Używany,217 742 km,Tak,Belgia,,,16 900
alfa-romeo,2011,159,,5,5,Czarny,Manualna,1 956 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,210 360 km,Tak,Belgia,,,26 999
alfa-romeo,2024,Tonale,1.6 JTD T4 Veloce DCT,5,5,Czerwony,Automatyczna,1 598 cm3,130 KM,Na przednie koła,Diesel,SUV,Nowy,3 km,Tak,,,,169 900
alfa-romeo,2024,Stelvio,2.0 Turbo Veloce Q4,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,1 km,Tak,Polska,Tak,Tak,234 900
alfa-romeo,2009,Mito,1.4 TB Distinctive,3,4,Czerwony,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Auta małe,Używany,153 400 km,Tak,Polska,Tak,Tak,20 900
alfa-romeo,2017,Giulia,2.0 Turbo Estrema Q4,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Używany,90 000 km,Tak,Stany Zjednoczone,Tak,Tak,91 700
alfa-romeo,2011,Giulietta,,5,5,Czarny,Manualna,1 368 cm3,170 KM,Na przednie koła,Benzyna,Kompakt,Używany,240 161 km,Tak,Holandia,,Tak,25 900
alfa-romeo,2018,Giulia,2.0 Turbo 16V AT8-Q4 Ti,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,,Benzyna,Sedan,Używany,85 000 km,,,Tak,,90 000
alfa-romeo,2017,Giulia,2.0 Turbo,4,5,Srebrny,Automatyczna,1 995 cm3,200 KM,4x4 (stały),Benzyna,Sedan,Używany,118 000 km,Tak,Polska,Tak,Tak,89 900
alfa-romeo,2018,Giulia,2.0 Turbo 16V AT8 B-Tech,4,5,Szary,Automatyczna,1 995 cm3,200 KM,Na tylne koła,Benzyna,Sedan,Używany,51 100 km,,,Tak,,96 000
alfa-romeo,2024,Giulia,,4,5,Zielony,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,Sedan,Nowy,4 km,Tak,Polska,,Tak,233 900
alfa-romeo,2004,147,1.9 JTD Progression,5,5,Inny kolor,Manualna,1 910 cm3,140 KM,Na przednie koła,Diesel,Kompakt,Używany,260 000 km,Tak,Włochy,Tak,Tak,8 000
alfa-romeo,2022,Giulia,2.0 Turbo,4,5,Czarny,Automatyczna,1 995 cm3,200 KM,Na tylne koła,Benzyna,Sedan,Używany,33 050 km,,,Tak,,162 000
alfa-romeo,2009,159,1.9JTDM Distinctive,4,5,Bordowy,Manualna,1 910 cm3,120 KM,Na przednie koła,Diesel,Kombi,Używany,275 637 km,,Belgia,Tak,Tak,11 500
alfa-romeo,2011,Giulietta,1.4 TB MultiAir Distinctive,5,5,Czarny,Manualna,1 368 cm3,170 KM,Na przednie koła,Benzyna,Kompakt,Używany,198 000 km,,,Tak,,34 500
alfa-romeo,2014,Mito,0.9 8V Turbo Twinair Super,3,5,Czarny,Manualna,875 cm3,105 KM,Na przednie koła,Benzyna,Auta małe,Używany,158 900 km,Tak,Szwajcaria,Tak,,19 999
alfa-romeo,2009,Mito,1.4 Progression EU6,3,4,Srebrny,Manualna,1 368 cm3,78 KM,Na przednie koła,Benzyna+LPG,Coupe,Używany,260 000 km,Tak,,Tak,Tak,8 990
alfa-romeo,2006,159,,4,5,Czarny,Manualna,1 859 cm3,160 KM,Na przednie koła,Benzyna+LPG,Sedan,Używany,293 000 km,,,Tak,,15 000
alfa-romeo,2017,Stelvio,2.2 Diesel 16V AT8 Q4 Super,5,5,Czerwony,Automatyczna,2 143 cm3,210 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,82 825 km,,Francja,Tak,Tak,99 999
alfa-romeo,2024,Giulia,2.0 Turbo Tributo Italiano Q4,4,5,Czerwony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Nowy,3 km,Tak,,,,227 500
alfa-romeo,2024,Stelvio,2.0 Turbo Tributo Italiano Q4,5,5,Czerwony,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,5 km,Tak,Polska,,Tak,248 900
alfa-romeo,2012,Giulietta,1.4 TB 16V,5,5,Szary,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,237 154 km,,,,Tak,25 500
alfa-romeo,2022,Tonale,,5,5,Niebieski,Automatyczna,1 469 cm3,180 KM,Na przednie koła,Hybryda,SUV,Używany,5 km,,Polska,,,158 900
alfa-romeo,2009,Mito,1.4 8V,3,4,Beżowy,Manualna,1 368 cm3,78 KM,Na przednie koła,Benzyna+LPG,Auta małe,Używany,185 000 km,,,Tak,,6 900
alfa-romeo,2017,Giulietta,,5,5,Czerwony,Automatyczna,1 742 cm3,240 KM,Na przednie koła,Benzyna,Kompakt,Używany,68 756 km,,Polska,,Tak,68 500
alfa-romeo,2011,Giulietta,,5,5,Czerwony,Manualna,1 368 cm3,120 KM,,Benzyna,Kompakt,Używany,173 000 km,,,Tak,,17 700
alfa-romeo,2011,Mito,1.4 TB MultiAir Distinctive S&S TCT,3,4,Czarny,Automatyczna,1 368 cm3,135 KM,Na przednie koła,Benzyna,Auta małe,Używany,134 400 km,Tak,Polska,Tak,Tak,21 500
alfa-romeo,2019,Stelvio,2.0 Turbo 16V AT8-Q4 Executive,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,65 000 km,,Stany Zjednoczone,,Tak,104 000
alfa-romeo,2024,Tonale,,5,5,Czerwony,Automatyczna,1 469 cm3,160 KM,Na przednie koła,Benzyna,SUV,Nowy,8 km,Tak,,,,183 890
alfa-romeo,2023,Tonale,1.3 PHEV Q4 Edizione Speciale,5,5,Zielony,Automatyczna,1 332 cm3,179 KM,4x4 (stały),Hybryda Plug-in,SUV,Używany,7 500 km,Tak,Polska,Tak,Tak,189 900
alfa-romeo,2010,Giulietta,,5,5,Srebrny,Manualna,1 598 cm3,105 KM,,Diesel,Kompakt,Używany,283 000 km,Tak,Francja,Tak,Tak,18 700
alfa-romeo,2018,Stelvio,2.0 Turbo Executive Q4,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,37 842 km,Tak,Polska,Tak,Tak,137 999
alfa-romeo,2010,Mito,1.4 16V,3,4,Czarny,Manualna,1 368 cm3,95 KM,Na przednie koła,Benzyna,Auta małe,Używany,170 000 km,Tak,Niemcy,Tak,,16 900
alfa-romeo,2016,Giulia,2.2 D Turbo Super,4,5,Czarny,Manualna,2 143 cm3,150 KM,Na tylne koła,Diesel,Sedan,Używany,90 190 km,,Niemcy,Tak,Tak,75 900
alfa-romeo,2021,Stelvio,2.2 JTDM Veloce Q4,5,,Biały,Automatyczna,2 143 cm3,210 KM,4x4 (stały),Diesel,SUV,Używany,54 000 km,,Niemcy,Tak,Tak,137 000
alfa-romeo,2009,Mito,,3,4,Czarny,Manualna,1 598 cm3,120 KM,,Diesel,Kompakt,Używany,151 616 km,Tak,Polska,Tak,Tak,21 900
alfa-romeo,2011,Giulietta,,5,5,Czerwony,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,150 000 km,Tak,Niemcy,Tak,,28 900
alfa-romeo,2011,Giulietta,1.4 TB Distinctive,5,5,Czerwony,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,151 600 km,Tak,Polska,Tak,Tak,25 500
alfa-romeo,2023,Giulia,2.0 Turbo Veloce Q4,4,5,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Nowy,1 km,Tak,Polska,,Tak,219 900
alfa-romeo,2010,159,1.9JTDM Distinctive,4,5,Szary,Manualna,1 910 cm3,120 KM,Na tylne koła,Diesel,Kombi,Używany,318 000 km,,Niemcy,,Tak,15 800
alfa-romeo,2018,Stelvio,2.0 Turbo Super Q4,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,55 000 km,Tak,Polska,Tak,Tak,114 999
alfa-romeo,2018,Giulietta,1.6 JTDM,5,5,Czerwony,Manualna,1 598 cm3,120 KM,Na przednie koła,Diesel,Kompakt,Używany,13 200 km,,Francja,Tak,Tak,56 900
alfa-romeo,2024,Giulia,2.0 Turbo Veloce Q4,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Nowy,1 km,Tak,Polska,,,219 000
alfa-romeo,2013,Mito,1.4 Impression,3,4,Beżowy,Manualna,1 368 cm3,70 KM,Na przednie koła,Benzyna+LPG,Coupe,Używany,242 134 km,Tak,,Tak,Tak,15 999
alfa-romeo,2010,159,2.4 JTDM 20V DPF ti,4,5,Granatowy,Manualna,2 387 cm3,210 KM,Na przednie koła,Diesel,Sedan,Używany,254 000 km,,,Tak,,17 900
alfa-romeo,2007,GT,1.9JTD 16V Black Line,2,5,Czarny,Manualna,1 910 cm3,150 KM,Na przednie koła,Diesel,Coupe,Używany,190 000 km,Tak,Włochy,Tak,Tak,12 900
alfa-romeo,2019,Stelvio,2.0 Turbo 16V AT8-Q4 Super,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,99 400 km,,,Tak,,109 000
alfa-romeo,2024,Giulia,,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,Sedan,Nowy,6 km,Tak,,,,225 890
alfa-romeo,2006,159,2.4JTDM Progression,4,5,Czarny,Manualna,2 387 cm3,200 KM,,Diesel,Sedan,Używany,276 000 km,,,Tak,,11 500
alfa-romeo,2006,159,2.2JTS Progression,4,5,Czerwony,Manualna,2 198 cm3,185 KM,Na przednie koła,Benzyna,Kombi,Używany,252 765 km,Tak,Holandia,Tak,Tak,9 900
alfa-romeo,2024,Stelvio,2.0 Turbo Veloce Q4,5,,Szary,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,1 km,Tak,,,,245 900
alfa-romeo,2021,Stelvio,2.0 Turbo Sprint Q4,5,5,Czarny,Automatyczna,1 995 cm3,200 KM,4x4 (stały),Benzyna,SUV,Używany,41 600 km,Tak,Polska,Tak,Tak,144 900
alfa-romeo,2021,Giulia,2.0 Turbo 16V AT8-Q4 Ti,4,5,Biały,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Używany,56 000 km,,Stany Zjednoczone,Tak,Tak,145 900
alfa-romeo,2010,Mito,1.4 TB MultiAir QV S&S,3,5,Żółty,Manualna,1 368 cm3,170 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,170 500 km,,,Tak,Tak,26 500
alfa-romeo,2011,Giulietta,1.4 TB Distinctive,5,5,Czerwony,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,185 791 km,,,Tak,,29 999
